0.0001	11	-5.51738e-80
0.0002	11	-1.10348e-79
0.0003	11	-1.65521e-79
0.0004	11	-2.20695e-79
0.0005	11	-2.75869e-79
0.0006	10.9999	-3.31042e-79
0.0007	10.9999	-3.86216e-79
0.0008	10.9999	-4.41388e-79
0.0009	10.9998	-4.9656e-79
0.001	10.9998	-5.51731e-79
0.0011	10.9998	-6.069e-79
0.0012	10.9997	-6.62067e-79
0.0013	10.9997	-7.17233e-79
0.0014	10.9996	-7.72395e-79
0.0015	10.9996	-8.27555e-79
0.0016	10.9995	-8.82711e-79
0.0017	10.9994	-9.37863e-79
0.0018	10.9994	-9.9301e-79
0.0019	10.9993	-1.04815e-78
0.002	10.9992	-1.10329e-78
0.0021	10.9991	-1.15842e-78
0.0022	10.999	-1.21354e-78
0.0023	10.999	-1.26865e-78
0.0024	10.9989	-1.32376e-78
0.0025	10.9988	-1.37885e-78
0.0026	10.9987	-1.43393e-78
0.0027	10.9986	-1.489e-78
0.0028	10.9985	-1.54406e-78
0.0029	10.9983	-1.59911e-78
0.003	10.9982	-1.65414e-78
0.0031	10.9981	-1.70915e-78
0.0032	10.998	-1.76415e-78
0.0033	10.9979	-1.81913e-78
0.0034	10.9977	-1.87408e-78
0.0035	10.9976	-1.92902e-78
0.0036	10.9974	-1.98394e-78
0.0037	10.9973	-2.03883e-78
0.0038	10.9971	-2.0937e-78
0.0039	10.997	-2.14854e-78
0.004	10.9968	-2.20335e-78
0.0041	10.9967	-2.25813e-78
0.0042	10.9965	-2.31289e-78
0.0043	10.9964	-2.36761e-78
0.0044	10.9962	-2.42229e-78
0.0045	10.996	-2.47694e-78
0.0046	10.9958	-2.53156e-78
0.0047	10.9956	-2.58613e-78
0.0048	10.9955	-2.64066e-78
0.0049	10.9953	-2.69515e-78
0.005	10.9951	-2.7496e-78
0.0051	10.9949	-2.804e-78
0.0052	10.9947	-2.85835e-78
0.0053	10.9945	-2.91265e-78
0.0054	10.9942	-2.9669e-78
0.0055	10.994	-3.02109e-78
0.0056	10.9938	-3.07523e-78
0.0057	10.9936	-3.12931e-78
0.0058	10.9934	-3.18333e-78
0.0059	10.9931	-3.23728e-78
0.006	10.9929	-3.29117e-78
0.0061	10.9927	-3.345e-78
0.0062	10.9924	-3.39875e-78
0.0063	10.9922	-3.45243e-78
0.0064	10.9919	-3.50604e-78
0.0065	10.9917	-3.55957e-78
0.0066	10.9914	-3.61302e-78
0.0067	10.9911	-3.66639e-78
0.0068	10.9909	-3.71967e-78
0.0069	10.9906	-3.77287e-78
0.007	10.9903	-3.82598e-78
0.0071	10.9901	-3.87899e-78
0.0072	10.9898	-3.93191e-78
0.0073	10.9895	-3.98474e-78
0.0074	10.9892	-4.03746e-78
0.0075	10.9889	-4.09008e-78
0.0076	10.9886	-4.14259e-78
0.0077	10.9883	-4.195e-78
0.0078	10.988	-4.24729e-78
0.0079	10.9877	-4.29947e-78
0.008	10.9874	-4.35153e-78
0.0081	10.9871	-4.40348e-78
0.0082	10.9867	-4.45529e-78
0.0083	10.9864	-4.50698e-78
0.0084	10.9861	-4.55855e-78
0.0085	10.9857	-4.60998e-78
0.0086	10.9854	-4.66127e-78
0.0087	10.9851	-4.71242e-78
0.0088	10.9847	-4.76343e-78
0.0089	10.9844	-4.8143e-78
0.009	10.984	-4.86501e-78
0.0091	10.9837	-4.91558e-78
0.0092	10.9833	-4.96599e-78
0.0093	10.9829	-5.01624e-78
0.0094	10.9826	-5.06632e-78
0.0095	10.9822	-5.11625e-78
0.0096	10.9818	-5.166e-78
0.0097	10.9814	-5.21558e-78
0.0098	10.981	-5.26498e-78
0.0099	10.9807	-5.3142e-78
0.01	10.9803	-5.36324e-78
0.0101	10.9799	-5.41209e-78
0.0102	10.9795	-5.46075e-78
0.0103	10.9791	-5.50922e-78
