0	0.939055	0.99222
1	0.340906	0.967221
2	0.552329	0.939055
3	0.887038	0.896847
4	0.749303	0.887038
5	0.612952	0.87365
6	0.433699	0.859163
7	0.324875	0.749303
8	0.287609	0.744845
9	0.744845	0.730712
10	0.406748	0.727012
11	0.639159	0.652491
12	0.652491	0.639159
13	0.432781	0.629183
14	0.435728	0.612952
15	0.529308	0.552329
16	0.967221	0.529308
17	0.271050	0.528535
18	0.873650	0.527679
19	0.436053	0.436053
20	0.730712	0.435728
21	0.528535	0.433699
22	0.727012	0.432781
23	0.992220	0.406748
24	0.629183	0.345294
25	0.527679	0.340906
26	0.345294	0.335255
27	0.335255	0.324875
28	0.071921	0.320668
29	0.320668	0.287609
30	0.896847	0.27105
31	0.859163	0.071921
